Start Phrase,Ending 1,Ending 2,Labels,Response,answer,not_generated,match
ಈ ತಿನಿಸು ಮಾವಿನ ಹಣ್ಣಿನಂತೆ ಸಿಹಿಯಾಗಿದೆ,ಈ ತಿನಿಸು ಸಿಹಿಯಾಗಿದೆ,ಈ ತಿನಿಸು ಸಿಹಿಯಾಗಿಲ್ಲ,1,"{
""Startphrase"": ""ಈ ತಿನಿಸು ಮಾವಿನ ಹಣ್ಣಿನಂತೆ ಸಿಹಿಯಾಗಿದೆ"",
""Options"": {
""0"": ""ಈ ತಿನಿಸು ಸಿಹಿಯಾಗಿದೆ"",
""1"": ""ಈ ತಿನಿಸು ಸಿಹಿಯಾಗಿಲ್",0,NG,0
ಈ ಜಾಗವು ಮನೆಯ ಟ್ಯಾಂಕ್ ನಂತೆ ಆಳವಾಗಿದೆ,ಆ ಜಾಗವು ಆಳವಾಗಿದೆ,ಆ ಜಾಗವು ಆಳವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the depth of a place to that of a home tank, implying that the place is deep."",
  ""answer"": 0
}",0,,0
ಈ ಮೀನು ತಿಮಿಂಗಲದಂತೆ ಬೃಹದಾಕಾರವಾಗಿದೆ,ಆ ಮೀನಿನ ಆಕಾರ ಬೃಹದಾಕಾರ,ಆ ಮೀನಿನಾಕಾರ ಸಣ್ಣದು,1,"{
  ""explanation"": ""The metaphor compares the fish to a whale which is large in size. Hence, the meaning closest to the metaphor is 'ಆ ಮೀನಿನ ಆಕಾರ ಬೃಹದಾಕಾರ'"",
  ""answer"": 0
}",0,,0
ಅವನ ಗೆಲುವು ಬೆಲ್ಲದಂತೆ ಇತ್ತು,ಅವನ ಗೆಲುವು ಸಿಹಿಯಾಗಿತ್ತು,ಅವನ ಗೆಲುವು ಸಿಹಿಯಾಗಿರಲಿಲ್ಲ,0,"{
  ""explanation"": ""The metaphor is comparing the victory to being tasteless like water, indicating that the victory was not satisfying or fulfilling."",
  ""answer"": 1
}",1,,0
ಅವನ ಧೈರ್ಯವು ರಾಣಿ ಚೆನ್ನಮ್ಮನಂತೆ ಇತ್ತು,ಉತ್ತರ ಕುಮಾರನ ಧೈರ್ಯ ಮೆಚ್ಚುವಂಥದ್ದು,ಉತ್ತರ ಕುಮಾರನ ಧೈರ್ಯ ಮೆಚ್ಚುವಂಥದ್ದಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares someone's courage to the bravery of a queen, indicating high levels of bravery and strength. The first option acknowledges and appreciates the bravery of the prince, which is the closest meaning to the metaphor."",
  ""answer"": 0
}",0,,0
ಆ ತಿಂಡಿಯು ಪಫ್ ನಂತೆ ಚಪ್ಪಟ್ಟೆಯಾಗಿತ್ತು,ಆ ತಿಂಡಿಯು ಚಪ್ಪಟ್ಟೆಯಾಗಿತ್ತು,ಆ ತಿಂಡಿಯು ಚಪ್ಪಟ್ಟೆಯಾಗಿರಲಿಲ್ಲ,1,"{
  ""explantion"": ""The metaphor compares the food item to the texture of a papad, emphasizing its crispiness. Option 0 is the closest meaning as it directly states that the dish resembled a papad in texture."",
  ""answer"": 0
}",0,,0
ಅವರು ನೀಡಿದ್ದ ನೀರು ಸಮುದ್ರದ ನೀರಿನಂತೆ ಉಪ್ಪಾಗಿತ್ತು,ಅವರು ನೀಡಿದ ನೀರಿನ ರುಚಿ ಉಪ್ಪಾಗಿತ್ತು,ಅವರು ನೀಡಿದ ನೀರಿನ ರುಚಿ ಉಪ್ಪಾಗಿರಲಿಲ್ಲ,0,"{
  ""Explanation"": ""The metaphor is comparing the taste of the water given by them to saltwater, implying that it was not pleasant."",
  ""Answer"": 1
}",1,,0
ಅವರು ನೀಡಿದ್ದ ನೀರು ಬಾವಿಯ ನೀರಿನಂತೆ ಉಪ್ಪಾಗಿತ್ತು,ಅವರು ನೀಡಿದ ನೀರಿನ ರುಚಿ ಉಪ್ಪಾಗಿತ್ತು,ಅವರು ನೀಡಿದ ನೀರಿನ ರುಚಿ ಉಪ್ಪಾಗಿರಲಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the taste of the water given by the person to that of salt. So, it means the taste of the water was salty, not that it was not salty."",
  ""answer"": 0
}",0,,0
ಅದು ಬಿರುಗಾಳಿಯಂತೆ ಬಿಸಿಯಾಗಿತ್ತು,ಅದು ತುಂಬಾ ಬಿಸಿಯಾಗಿತ್ತು,ಅದು ತಣ್ಣಗಿತ್ತು,1,"{
  ""explanation"": ""The metaphor is comparing the intensity of something to a whirlwind (ಬಿರುಗಾಳಿ). Here, the metaphor is suggesting that 'it' was extremely intense, like a whirlwind. Therefore, the option 'ಅದು ತುಂಬಾ ಬಿಸಿಯಾಗಿತ್ತು' is the closest in meaning as it represents extreme intensity."",
  ""answer"": 0
}",0,,0
ಆ ಪ್ರಾಣಿಯು ಕಪ್ಪೆಯಂತೆ ಅತಿಯಾದ ನಿದ್ರೆ ಮಾಡುತ್ತಿತ್ತು,ಆ ಪ್ರಾಣಿ ಕಡಿಮೆ ನಿದ್ದೆ ಮಾಡುತ್ತಿತ್ತು,ಆ ಪ್ರಾಣಿ ಕಡಿಮೆ ನಿದ್ದೆ ಮಾಡುತ್ತಿತ್ತು,1,"{
  ""answer"": 0
} 

In this metaphor, the comparison is made between the animal and a frog, emphasizing the excessive sleep. Therefore, the meaning closest to the metaphor is that the animal sleeps excessively like a frog, indicating option 0.",0,,0
ಆ ಹೆಂಗಸು ಶೂರ್ಪಣಕಿಯಂತೆ ಸುಂದರವಾಗಿದ್ದಳು,ಆ ಹೆಂಗಸು ಸುಂದರವಾಗಿದ್ದಳು,ಆ ಹೆಂಗಸು ಕುರೂಪಿಯಾಗಿದ್ದಳು,1,"{
  ""explanation"": ""Comparing the woman to a beautiful bird like a peacock suggests she was beautiful, not ugly."",
  ""answer"": 0
}",0,,0
ಆ ಚಾದರವು ಗಟ್ಟಿ ನೆಲದಂತೆ ಮೃದುವಾಗಿತ್ತು,ಆ ಚಾದರ ಮೃದುವಾಗಿತ್ತು,ಆ ಚಾದರ ಮೃದುವಾಗಿರಲಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the strength of the ground to the softness of the carpet, implying that the carpet was soft and comforting."",
  ""answer"": 0
}",0,,0
ಅದು ಕೆರೆಯಂತೆ ಅಗಲವಾಗಿತ್ತು,ಆ ಜಾಗದ ಅಗಲವಾಗಿತ್ತು,ಆ ಜಾಗ ಅಗಲವಾಗಿರಲಿಲ್ಲ,0,"{
  ""answer"": 1
}

Explanation: In this metaphor, the comparison is being made between ""ಅದು"" (it) and ""ಕೆರೆ"" (a pond). The phrase describes that ""it"" was avoidant like a pond, which implies that ""it"" was stagnant or unmoving. Option 1) ""ಆ ಜಾಗ ಅಗಲವಾಗಿರಲಿಲ್ಲ"" translates to ""that place was not avoidant"", which is the closest meaning to the metaphor. Hence, the correct answer is 1.",1,,0
ಅದು ನದಿಯಂತೆ ಅಗಲವಾಗಿತ್ತು,ಆ ಜಾಗದ ಅಗಲವಾಗಿತ್ತು,ಆ ಜಾಗ ಅಗಲವಾಗಿರಲಿಲ್ಲ,1,"{
  ""explanation"": ""Comparing something to the flow of a river implies that it was moving swiftly or smoothly, so the closest meaning would be 'It was moving swiftly or smoothly like a river'."",
  ""answer"": 0
}",0,,0
ಆ ಆಟವು ನಡಿಗೆಯಂತೆ ರೋಚಕವಾಗಿತ್ತು,ಆಟ ರೋಚಕವಾಗಿತ್ತು,ಆಟ ರೋಚಕವಾಗಿರಲಿಲ್ಲ,1,"{
  ""Explanation"": ""The metaphor compares the game to a dance."",
  ""Answer"": 0
}",0,,0
ಆ ವ್ಯಕ್ತಿಯು ಹಾಸ್ಯಗಾರನಂತೆ ತಮಾಷೆಯಾಗಿದ್ದನು,ಆ ವ್ಯಕ್ತಿ ತಮಾಷೆ ಮಾಡುತ್ತಿದ್ದ,ಆ ವ್ಯಕ್ತಿ ತಮಾಷೆ ಮಾಡುತ್ತಿರಲಿಲ್ಲ,1,"{
  ""answer"": 0
}",0,,0
ಇದು ಸೂಪ್ ನಂತೆ ತಣ್ಣಗಿತ್ತು,ಆ ವಸ್ತು ತಣ್ಣಗಿತ್ತು,ಆ ವಸ್ತು ತಣ್ಣಗಿರಲಿಲ್ಲ,1,"{
  ""answer"": 0
} 

Explanation: The metaphor compares the object to the coolness of soup, implying that the object was cool. Option 0 reflects this meaning accurately. Hence, the answer is option 0.",0,,0
ಅದು ದೋಸೆಯಂತೆ ಗರಿಗರಿಯಾಗಿತ್ತು,ಅದು ಗರಿಗರಿಯಾಗಿತ್ತು,ಅದು ಗರಿಗರಿಯಾಗಿರಲಿಲ್ಲ,1,"{
  ""explanation"": ""The phrase 'ದೋಸೆ' refers to food, specifically a South Indian snack which is crispy and crunchy. When something is compared to 'ದೋಸೆ', it means that it was as crispy and crunchy as the snack, not just crunchy but specifically like 'ದೋಸೆ'. Therefore, the closest meaning is option 0) ಅದು ಗರಿಗರಿಯಾಗಿತ್ತು."",
  ""answer"": 0
}",0,,0
ಅವಳು ಹಾಕಿದ್ದ ಒಡವೆಯು ವಜ್ರದಂತೆ ಗಟ್ಟಿಯಾಗಿತ್ತು,ಅವಳ ಒಡವೆ ತುಂಬಾ ಗಟ್ಟಿ ಇತ್ತು,ಅವಳ ಒಡವೆ ತುಂಬಾ ಟಳ್ಳಾಗಿತ್ತು,1,"{
  ""explanation"": ""The metaphor compares the strength of the silk thread to that of a diamond, indicating that it was very strong and unbreakable."",
  ""answer"": 0
}",0,,0
ಆಕೆಯ ಉಡುಪು ಬಿಳಿ ಹಲಗೆಯಂತೆ ಆಕರ್ಷಕ ಬಣ್ಣಗಳಿಂದ ಕೂಡಿತ್ತು,ಆಕೆಯ ಉಡುಪು ಆಕರ್ಷಕ ಬಣ್ಣಗಳಿಂದ ಕೂಡಿತ್ತು,ಆಕೆಯ ಉಡುಪು ಆಕರ್ಷಕ ಬಣ್ಣಗಳನ್ನು ಹೊಂದಿರಲಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the attractiveness of her dress to the brightness of a swan. The focus is on the colors and how they are visually appealing, not on the act of possessing colors."",
  ""answer"": 0
}",0,,0
ಈ ಮನೆಯು ಹೊಸ ಕಟ್ಟಡದಂತೆ ಹಳೆಯದು,ಆ ಮನೆ ಹಳೆಯದು,ಆ ಮನೆ ಹೊಸದು,0,"{
  ""question"": ""ಈ ಮನೆಯು ಹೊಸ ಕಟ್ಟಡದಂತೆ ಹಳೆಯದು"",
  ""option_0"": ""ಆ ಮನೆ ಹಳೆಯದು"",
  ""option_1"": ""ಆ ಮನೆ ಹೊಸದು"",
  ""explanation"": ""This metaphor compares the house to a new building and an old one. The comparison implies that the current house is like an old building even though it is actually newly constructed. So",1,NG,0
ಈ ಮನೆಯು ಹಳೆಯ ಸ್ಮಾರಕದಂತೆ ಹಳೆಯದು,ಆ ಮನೆ ಹಳೆಯದು,ಆ ಮನೆ ಹೊಸದು,1,"{
  ""answer"": 0
}  

Explanation: The metaphor is comparing the old house to an old monument. The meaning closest to the metaphor is ""That house is old."" Therefore, option 0) ಆ ಮನೆ ಹಳೆಯದು is the correct answer.",0,,0
ಆತ ಮಾತನಾಡುವುದು ಜೋರುಮಾತಿನಂತೆ ಕರ್ಕಶವಾಗಿದೆ,ಆತ ಮಾತನಾಡುವುದು ಕರ್ಕಶವಾಗಿದೆ,ಆತ ಮಾತಾಡುವುದು ಇಂಪಾಗಿದೆ,1,"{
  ""explanation"": ""The metaphor compares the strength of his words to that of a loud and harsh sound, not to a sharp and harsh sound."",
  ""answer"": 0
}",0,,0
ಅಂದು ಅಮಾವಾಸ್ಯೆಯ ದಿನದಂತೆ ಕಗ್ಗತ್ತಲು ಕವಿದಿತ್ತು,ಅಂದು ಕಗ್ಗತ್ತಲು ಕವಿದಿತ್ತು,ಅಂದು ಕಗ್ಗತ್ತಲು ಕವಿದಿರಲಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the darkness of the day to the darkness of the new moon night, implying that it was extremely dark."",
  ""answer"": 0
}",0,,0
ಅವನು ಅಜ್ಜನಂತೆ ಕಿರಿಯವನಾಗಿದ್ದಾನೆ,ಅವನು ಕಿರಿಯವನಾಗಿದ್ದಾನೆ,ಅವನು ಕಿರಿಯವನಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the person to a grandparent, suggesting that he is behaving in a childish manner."",
  ""answer"": 0
}",0,,0
ಆತನ ದಿರಿಸು ಭಿಕ್ಷುಕನಂತೆ ಶುಚಿಯಾಗಿತ್ತು,ಆತನ ದಿರಿಸು ಶುಚಿಯಾಗಿತ್ತು,ಆತನ ದಿರಿಸು ಶುಚಿಯಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""Comparing someone's cleanliness to that of a beggar implies that the person was very clean."",
  ""answer"": 0
}",0,,0
ಆ ತಿಂಡಿಯು ಬ್ರೆಡ್ ನಂತೆ ತೆಳುವಾಗಿತ್ತು,ಆ ತಿಂಡಿಯು ತೆಳುವಾಗಿತ್ತು,ಆ ತಿಂಡಿಯು ತೆಳುವಾಗಿಲ್ಲ,1,"{
  ""answer"": 0
}

Explanation: The metaphor is comparing the texture of the snack to bread, which is soft. Option 0) reflects this similarity in texture, indicating that the snack was soft like bread. Option 1) contradicts the metaphor by suggesting that the snack was not soft. Therefore, option 0) is the closest meaning to the metaphor.",0,,0
ಆ ಜಾಗವು ಭೂಮಿಯಂತೆ ಎತ್ತರವಾಗಿತ್ತು,ಆ ಜಾಗವು ಎತ್ತರವಾಗಿತ್ತು,ಆ ಜಾಗವು ಎತ್ತರವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the height of the place to the height of the ground, implying that the place is elevated. Option 0 reflects this meaning."",
  ""answer"": 0
}",0,,0
ಅದರ ಆಕಾರವು ವೃತ್ತದಂತೆ ವಕ್ರವಾಗಿದೆ,ಅದರ ಆಕಾರವು ವಕ್ರವಾಗಿದೆ,ಅದರ ಆಕಾರವು ವಕ್ರವಾಗಿಲ್ಲ,1,"{
  ""question"": ""ಅದರ ಆಕಾರವು ವೃತ್ತದಂತೆ ವಕ್ರವಾಗಿದೆ"",
  ""options"": {
    ""0"": ""ಅದರ ಆಕಾರವು ವಕ್ರವಾಗಿದೆ"",
    ""1"": ""ಅದರ ಆಕಾರವು ವಕ್ರವಾಗ",0,NG,0
ಅದು ದೋಣಿಯಷ್ಟು ದೊಡ್ಡದಾಗಿದೆ,ಅದು ದೊಡ್ಡದಾಗಿದೆ,ಅದು ದೊಡ್ಡದಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares something to the size of a boat, implying that it is large in size."",
  ""answer"": 0
}",0,,0
ಆಕೆಯ ರಾಗವುನೃತ್ಯಗಾರನಷ್ಟುಇಂಪಾಗಿದೆ,ಆಕೆಯ ರಾಗವು ಇಂಪಾಗಿದೆ,ಆಕೆಯ ರಾಗವು ಇಂಪಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the intensity of her anger to that of a skilled dancer. This implies that her anger is powerful and striking, similar to an impressive dance performance."",
  ""answer"": 0
}",0,,0
ಈ ವಾಹನವು ಜೆಟ್ ನಂತೆ ವೇಗವಾಗಿದೆ,ಈ ವಾಹನವು ವೇಗವಾಗಿದೆ,ಈ ವಾಹನವು ವೇಗವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the vehicle to a jet, implying that it is fast."",
  ""answer"": 0
}",0,,0
ಇವನು ವಯಸ್ಕನಷ್ಟು ಖುಷಿಯಾಗಿದ್ದಾನೆ,ಇವನು ಖುಷಿಯಾಗಿದ್ದಾನೆ,ಇವನು ಖುಷಿಯಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares someone to being as happy as an adult, implying that the person is very joyful."",
  ""answer"": 0
}",0,,0
ಅವನು ಇರುವೆಯಂತೆ ದೊಡ್ಡದಾಗಿದ್ದಾನೆ,ಅವನು ದೊಡ್ಡದಾಗಿದ್ದಾನೆ,ಅವನು ದೊಡ್ಡದಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""Comparing someone to a river implies that they are big and influential, so the closest meaning is option 0."",
  ""answer"": 0
}",0,,0
ಆಕೆ ದೆವ್ವದಂತೆ ಪೂಜ್ಯನೀಯವಾಗಿರುವಳು,ಆಕೆ ಪೂಜ್ಯನೀಯವಾಗಿರುವಳು,ಆಕೆ ಪೂಜ್ಯನೀಯವಾಗಿಲ್ಲ,1,"{
  ""Explanation"": ""The metaphor compares 'her' to a deity, suggesting that she is revered and respected."",
  ""Answer"": 0
}",0,,0
ಆ ಕಟ್ಟಡವು ಗುಡಿಸಲಿನಂತೆ ಐಷಾರಾಮಿಯಾಗಿದೆ,ಆ ಕಟ್ಟಡವು ಐಷಾರಾಮಿಯಾಗಿದೆ,ಆ ಕಟ್ಟಡವು ಐಷಾರಾಮಿಯಾಗಿಲ್ಲ,1,"{
  ""Explanation"": ""The metaphor compares the building to a comfortable recliner, suggesting it is peaceful and relaxing."",
  ""Answer"": 0
}",0,,0
ಈ ಹಣ್ಣು ಸೀಬೆಯಂತೆ ರಸಮಯವಾಗಿದೆ,ಈ ಹಣ್ಣು ರಸಮಯವಾಗಿದೆ,ಈ ಹಣ್ಣು ರಸಮಯವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares the fruit to a sieve, implying the fruit is full of juice and flavor, similar to how a sieve allows liquid to pass through easily."",
  ""answer"": 0
}",0,,0
ಆ ಎಣ್ಣೆ ಹರಳೆಣ್ಣೆಯಷ್ಟು ಸ್ನಿಗ್ಧವಾಗಿದೆ,ಆ ಎಣ್ಣೆ ಸ್ನಿಗ್ಧವಾಗಿದೆ,ಆ ಎಣ್ಣೆ ಸ್ನಿಗ್ಧವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing something to the smoothness and softness of ghee. Therefore, the meaning closest to the metaphor is that the ghee is smooth and soft."",
  ""answer"": 0
}",0,,0
ಶಕ್ತಿಯು ವಿದ್ಯುತ್ ಶಕ್ತಿಯಂತೆ ಅನಿಯಮಿತವಾಗಿದೆ,ಶಕ್ತಿಯು ಅನಿಯಮಿತವಾಗಿದೆ,ಶಕ್ತಿಯು ಅನಿಯಮಿತವಾಗಿಲ್ಲ,1,"{
	""explanation"": ""The metaphor compares shakti to electrical power, implying that it is inconsistent or unpredictable."",
	""answer"": 0
}",0,,0
ಆಕೆ ಸಾಮಾನ್ಯ ವಿದ್ಯಾರ್ಥಿಯಷ್ಟು ಮಹೊನ್ನತವಾಗಿದ್ದಾಳೆ,ಆಕೆ ಮಹೊನ್ನತವಾಗಿದ್ದಾಳೆ,ಆಕೆ ಮಹೊನ್ನತವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing her to an ordinary student, implying she is extraordinary."",
  ""answer"": 0
}",0,,0
ಆ ಸಬ್ಜೆಕ್ಟ್ ಫಿಸಿಕ್ಸ್ ನಂತೆ ಜಟಿಲವಾಗಿತ್ತು,ಆ ಸಬ್ಜೆಕ್ಟ್ ಜಟಿಲವಾಗಿತ್ತು,ಆ ಸಬ್ಜೆಕ್ಟ್ ಜಟಿಲವಾಗಿರಲಿಲ್ಲ,0,"{
  ""explanation"": ""Comparing the subject to physics implies that it was complex, not that it became complex."",
  ""answer"": 1
}",1,,0
ಆ ವಸ್ತುವಿನ ಶಾಖ ಚಂದಿರನಷ್ಟು ಬಿಸಿಯಿದೆ,ಆ ವಸ್ತುವಿನ ಶಾಖ ಬಿಸಿಯಿದೆ,ಆ ವಸ್ತುವಿನ ಶಾಖ ಬಿಸಿಯಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the branch of an object to the brightness of the moon, indicating that the branch is shining brightly like the moon."",
  ""answer"": 0
}",0,,0
ಆ ನಕ್ಷತ್ರವು ಭೂಮಿಯಿಂದ ಚಂದ್ರನಷ್ಟು ದೂರದಲ್ಲಿದೆ,ಆ ನಕ್ಷತ್ರವು ಭೂಮಿಯಿಂದ ದೂರದಲ್ಲಿದೆ,ಆ ನಕ್ಷತ್ರವು ಭೂಮಿಯಿಂದ ದೂರದಲ್ಲಿಲ್ಲ,1,"{
  ""explanation"": ""In the metaphor, the star is being compared to the moon, not the earth. So, the correct interpretation is that the star is far away from the earth just like the moon."",
  ""answer"": 0
}",0,,0
ಸುನಾಮಿ ಉಪಗ್ರಹ ಉಡಾವಣೆಯಂತೆ ಪ್ರಾಕೃತಿಕವಾಗಿದೆ,ಸುನಾಮಿ ಜ್ವಾಲಾಮುಖಿಯಂತೆ ಪ್ರಾಕೃತಿಕವಾಗಿದೆ,ಸುನಾಮಿ ಜ್ವಾಲಾಮುಖಿಯಂತೆ ಪ್ರಾಕೃತಿಕವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""A tsunami is a natural disaster that occurs as a result of underwater seismic activity, similar to how a satellite launch is a natural event."",
  ""answer"": 0
}",0,,0
ಮಧ್ಯಪಾನ ದೇಹಕ್ಕೆ ವಿಷದಂತೆ,ಮಧ್ಯಪಾನ ದೇಹಕ್ಕೆ ಒಳ್ಳೆಯದು,ಮಧ್ಯಪಾನ ದೇಹಕ್ಕೆ ಒಳ್ಳೆಯದಲ್ಲ,0,"{
  ""explanation"": ""Comparing alcohol consumption to poison implies a negative impact on the body."",
  ""answer"": 1
}",1,,0
ಮಧ್ಯಪಾನ ದೇಹಕ್ಕೆ ಅಮೃತದಂತೆ,ಮಧ್ಯಪಾನ ದೇಹಕ್ಕೆ ಒಳ್ಳೆಯದು,ಮಧ್ಯಪಾನ ದೇಹಕ್ಕೆ ಒಳ್ಳೆಯದಲ್ಲ,1,"{
  ""explanation"": ""The metaphor compares consuming alcohol to consuming nectar, suggesting that alcohol is seen as something positive for the body."",
  ""answer"": 0
}",0,,0
ಆ ಲೆಕ್ಚರ್ ಮ್ಯಾಜಿಕ್ ಶೋ ನಂತೆ ನಿದ್ದೆ ಬರಿಸುವಂತಿತ್ತು,ಆ ಲೆಕ್ಚರ್ ಆಸಕ್ತಿದಾಯಕವಾಗಿತ್ತು,ಆ ಲೆಕ್ಚರ್ ಆಸಕ್ತಿದಾಯಕವಾಗಿರಲಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the lecture to a magic show, implying that it was interesting or captivating like a magic show."",
  ""answer"": 0
}",0,,0
