ending1,ending2,startphrase,labels,instruction_column
Manehna tampil siga percaya diri,Manehna tampil siga henteu percaya diri.,Manehna tampil siga bintang dina langit,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Manehna tampil siga bintang dina langit, Options: 0) Manehna tampil siga percaya diri 1) Manehna tampil siga henteu percaya diri."
Manehna tampil siga percaya diri,Manehna tampil siga henteu percaya diri.,Manehna tampil siga semut dina taneuh.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Manehna tampil siga semut dina taneuh., Options: 0) Manehna tampil siga percaya diri 1) Manehna tampil siga henteu percaya diri."
Dina éta balapan manehna jiga idola,Dina éta balapan manehna jiga jalmi nu teu diperhitungkeun.,Dina éta balapan manehna jiga béntang lapangan,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Dina éta balapan manehna jiga béntang lapangan, Options: 0) Dina éta balapan manehna jiga idola 1) Dina éta balapan manehna jiga jalmi nu teu diperhitungkeun."
Dina éta balapan manehna jiga idola,Dina éta balapan manehna jiga jalmi nu teu diperhitungkeun.,Dina éta balapan manehna jiga kuda hideung.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Dina éta balapan manehna jiga kuda hideung., Options: 0) Dina éta balapan manehna jiga idola 1) Dina éta balapan manehna jiga jalmi nu teu diperhitungkeun."
Manehna mangrupakeun jalma anu hatena siga luas,Manehna mangrupakeun jalma anu hatena siga sempit.,Manehna mangrupakeun jalma anu hatena siga lapangan,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Manehna mangrupakeun jalma anu hatena siga lapangan, Options: 0) Manehna mangrupakeun jalma anu hatena siga luas 1) Manehna mangrupakeun jalma anu hatena siga sempit."
Manehna mangrupakeun jalma anu hatena siga luas,Manehna mangrupakeun jalma anu hatena siga sempit.,Manehna mangrupakeun jalma anu hatena siga kamar.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Manehna mangrupakeun jalma anu hatena siga kamar., Options: 0) Manehna mangrupakeun jalma anu hatena siga luas 1) Manehna mangrupakeun jalma anu hatena siga sempit."
Pagawean anu dilakonan ku manehna nganggo dikerjakeun nu lain,Pagawean anu dilakonan ku manehna nganggo usaha sorangan.,Pagawean anu dilakonan ku manehna nganggo kaki jeung lengeun batur,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Pagawean anu dilakonan ku manehna nganggo kaki jeung lengeun batur, Options: 0) Pagawean anu dilakonan ku manehna nganggo dikerjakeun nu lain 1) Pagawean anu dilakonan ku manehna nganggo usaha sorangan."
Pagawean anu dilakonan ku manehna nganggo dikerjakeun nu lain,Pagawean anu dilakonan ku manehna nganggo usaha sorangan.,Pagawean anu dilakonan ku manehna nganggo lengeun sorangan.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Pagawean anu dilakonan ku manehna nganggo lengeun sorangan., Options: 0) Pagawean anu dilakonan ku manehna nganggo dikerjakeun nu lain 1) Pagawean anu dilakonan ku manehna nganggo usaha sorangan."
Eta lalaki kawas sae pisan,Eta lalaki kawas jahat pisan.,Eta lalaki kawas ksatria,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Eta lalaki kawas ksatria, Options: 0) Eta lalaki kawas sae pisan 1) Eta lalaki kawas jahat pisan."
Eta lalaki kawas sae pisan,Eta lalaki kawas jahat pisan.,Eta lalaki kawas penyihir.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Eta lalaki kawas penyihir., Options: 0) Eta lalaki kawas sae pisan 1) Eta lalaki kawas jahat pisan."
Manehna mangrupakeun pamingpin anu ngartikeun,Manehna mangrupakeun pamingpin anu teu ngartikeun.,Manehna mangrupakeun pamingpin anu haneut hate,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Manehna mangrupakeun pamingpin anu haneut hate, Options: 0) Manehna mangrupakeun pamingpin anu ngartikeun 1) Manehna mangrupakeun pamingpin anu teu ngartikeun."
Manehna mangrupakeun pamingpin anu ngartikeun,Manehna mangrupakeun pamingpin anu teu ngartikeun.,Manehna mangrupakeun pamingpin anu tiis hate.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Manehna mangrupakeun pamingpin anu tiis hate., Options: 0) Manehna mangrupakeun pamingpin anu ngartikeun 1) Manehna mangrupakeun pamingpin anu teu ngartikeun."
Budak eta mah baik,Budak eta mah sombong.,Budak eta mah lurus haté,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Budak eta mah lurus haté, Options: 0) Budak eta mah baik 1) Budak eta mah sombong."
Budak eta mah baik,Budak eta mah sombong.,Budak eta mah gedé sungut.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Budak eta mah gedé sungut., Options: 0) Budak eta mah baik 1) Budak eta mah sombong."
Usahana nalika pandemi teh kawas lancar pisan,Usahana nalika pandemi teh kawas hese pisan.,Ushana nalika pandemi teh kawas jalan tol,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ushana nalika pandemi teh kawas jalan tol, Options: 0) Usahana nalika pandemi teh kawas lancar pisan 1) Usahana nalika pandemi teh kawas hese pisan."
Usahana nalika pandemi teh kawas lancar pisan,Usahana nalika pandemi teh kawas hese pisan.,Ushana nalika pandemi teh kawas jalanna kura-kura.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ushana nalika pandemi teh kawas jalanna kura-kura., Options: 0) Usahana nalika pandemi teh kawas lancar pisan 1) Usahana nalika pandemi teh kawas hese pisan."
Eta jelema teh kawas berilmu,Eta jelema teh kawas teu ngarti nanaon.,Eta jelema teh kawas buku tebel,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Eta jelema teh kawas buku tebel, Options: 0) Eta jelema teh kawas berilmu 1) Eta jelema teh kawas teu ngarti nanaon."
Eta jelema teh kawas berilmu,Eta jelema teh kawas teu ngarti nanaon.,Eta jelema teh kawas kertas kosong.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Eta jelema teh kawas kertas kosong., Options: 0) Eta jelema teh kawas berilmu 1) Eta jelema teh kawas teu ngarti nanaon."
Manehna ngarasa kawas boga kuasa,Manehna ngarasa kawas teu boga kuasa.,Manehna ngarasa kawas raja leutik,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Manehna ngarasa kawas raja leutik, Options: 0) Manehna ngarasa kawas boga kuasa 1) Manehna ngarasa kawas teu boga kuasa."
Manehna ngarasa kawas boga kuasa,Manehna ngarasa kawas teu boga kuasa.,Manehna ngarasa kawas sampah masarakat.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Manehna ngarasa kawas sampah masarakat., Options: 0) Manehna ngarasa kawas boga kuasa 1) Manehna ngarasa kawas teu boga kuasa."
"Lamun diperlukeun, manehna senang pikeun ngabantu","Lamun diperlukeun, manehna senang pikeun cicing wae.","Lamun diperlukeun, manehna senang pikeun turun lengeun",0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Lamun diperlukeun, manehna senang pikeun turun lengeun, Options: 0) Lamun diperlukeun, manehna senang pikeun ngabantu 1) Lamun diperlukeun, manehna senang pikeun cicing wae."
