ending1,ending2,startphrase,labels,instruction_column
Mangsa ngarep wong iku kebak pangarep,Mangsa ngarep wong iku kebak kuciwo,Mangsa ngarep wong iku ibarat mangsa surup,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mangsa ngarep wong iku ibarat mangsa surup, Options: 0) Mangsa ngarep wong iku kebak pangarep 1) Mangsa ngarep wong iku kebak kuciwo"
Mripatku yen yah mene dinggo ndelok kaya cetha,Mripatku yen yah mene dinggo ndelok kaya kabur,Mripatku yen yah mene dinggo ndelok kaya bening kaca,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mripatku yen yah mene dinggo ndelok kaya bening kaca, Options: 0) Mripatku yen yah mene dinggo ndelok kaya cetha 1) Mripatku yen yah mene dinggo ndelok kaya kabur"
Mripatku yen yah mene dinggo ndelok kaya cetha,Mripatku yen yah mene dinggo ndelok kaya kabur,Mripatku yen yah mene dinggo ndelok kaya buthek banyu,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mripatku yen yah mene dinggo ndelok kaya buthek banyu, Options: 0) Mripatku yen yah mene dinggo ndelok kaya cetha 1) Mripatku yen yah mene dinggo ndelok kaya kabur"
Werna wulu kucing iku ireng,Werna wulu kucing iku putih,Werno wulu kucing iku kaya areng,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Werno wulu kucing iku kaya areng, Options: 0) Werna wulu kucing iku ireng 1) Werna wulu kucing iku putih"
Werna wulu kucing iku ireng,Werna wulu kucing iku putih,Werno wulu kucing iku kaya salju,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Werno wulu kucing iku kaya salju, Options: 0) Werna wulu kucing iku ireng 1) Werna wulu kucing iku putih"
Cah loro iku keletan,Cah loro iku pisahan,Cah loro iku kelet kaya tluth,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Cah loro iku kelet kaya tluth, Options: 0) Cah loro iku keletan 1) Cah loro iku pisahan"
Cah loro iku keletan,Cah loro iku pisahan,Cah loro iku pisahan kaya padu,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Cah loro iku pisahan kaya padu, Options: 0) Cah loro iku keletan 1) Cah loro iku pisahan"
Fahmi mangan sega kaya wong keluwen,Fahmi mangan sega kaya wong kewaregen,Fahmi mangan sega kaya ora mangan limang dina,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Fahmi mangan sega kaya ora mangan limang dina, Options: 0) Fahmi mangan sega kaya wong keluwen 1) Fahmi mangan sega kaya wong kewaregen"
Fahmi mangan sega kaya wong keluwen,Fahmi mangan sega kaya wong kewaregen,Fahmi mangan sega kaya kewaregen bubar prasmanan,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Fahmi mangan sega kaya kewaregen bubar prasmanan, Options: 0) Fahmi mangan sega kaya wong keluwen 1) Fahmi mangan sega kaya wong kewaregen"
Keluargaku saben dina mangan apa anane,Keluargaku saben dina mangan apa wae ana,Keluargaku saben dina mangan telo,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Keluargaku saben dina mangan telo, Options: 0) Keluargaku saben dina mangan apa anane 1) Keluargaku saben dina mangan apa wae ana"
Keluargaku saben dina mangan apa anane,Keluargaku saben dina mangan apa wae ana,Keluargaku saben dina mangan iwak,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Keluargaku saben dina mangan iwak, Options: 0) Keluargaku saben dina mangan apa anane 1) Keluargaku saben dina mangan apa wae ana"
Raihan mambune wangi,Raihan mambune bosok,Raihan mambune kaya kembang,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Raihan mambune kaya kembang, Options: 0) Raihan mambune wangi 1) Raihan mambune bosok"
Raihan mambune wangi,Raihan mambune bosok,Raihan mambune kaya mayit,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Raihan mambune kaya mayit, Options: 0) Raihan mambune wangi 1) Raihan mambune bosok"
Omahe Jokowi amba banget,Omahe Jokowi sempit banget,Omahe Jokowi ambane kaya laut kidul,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Omahe Jokowi ambane kaya laut kidul, Options: 0) Omahe Jokowi amba banget 1) Omahe Jokowi sempit banget"
Omahe Jokowi amba banget,Omahe Jokowi sempit banget,Omahe Jokowi ambane kaya gang tikus,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Omahe Jokowi ambane kaya gang tikus, Options: 0) Omahe Jokowi amba banget 1) Omahe Jokowi sempit banget"
Kowe takdongakne dawa umure,Kowe takdongakne cekak umure,Kowe takdongakne kaya penyu laut,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kowe takdongakne kaya penyu laut, Options: 0) Kowe takdongakne dawa umure 1) Kowe takdongakne cekak umure"
Kowe takdongakne dawa umure,Kowe takdongakne cekak umure,Kowe takdongakne kaya jengklong,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kowe takdongakne kaya jengklong, Options: 0) Kowe takdongakne dawa umure 1) Kowe takdongakne cekak umure"
Ambune awakmu prengus,Ambune awakmu wangi,Ambune awakmu wes kaya wedhus,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ambune awakmu wes kaya wedhus, Options: 0) Ambune awakmu prengus 1) Ambune awakmu wangi"
Ambune awakmu prengus,Ambune awakmu wangi,Ambune awakmu wes kaya kembang melati,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Ambune awakmu wes kaya kembang melati, Options: 0) Ambune awakmu prengus 1) Ambune awakmu wangi"
Tresnaku marang sliramu iku gede,Tresnaku marang sliramu iku cilik,Tresnaku marang sliramu iku kaya gajah,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Tresnaku marang sliramu iku kaya gajah, Options: 0) Tresnaku marang sliramu iku gede 1) Tresnaku marang sliramu iku cilik"
Tresnaku marang sliramu iku gede,Tresnaku marang sliramu iku cilik,Tresnaku marang sliramu iku kaya semut,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Tresnaku marang sliramu iku kaya semut, Options: 0) Tresnaku marang sliramu iku gede 1) Tresnaku marang sliramu iku cilik"
Banyu omah iki rasane adem,Banyu omah iki rasane anget,Banyu omah iki rasane kaya banyu es,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Banyu omah iki rasane kaya banyu es, Options: 0) Banyu omah iki rasane adem 1) Banyu omah iki rasane anget"
Banyu omah iki rasane adem,Banyu omah iki rasane anget,Banyu omah iki rasane kaya wedhang ronde,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Banyu omah iki rasane kaya wedhang ronde, Options: 0) Banyu omah iki rasane adem 1) Banyu omah iki rasane anget"
Nyawang esemme mantan rasane legi,Nyawang esemme mantan rasane pait,Nyawang esemme mantan rasane kaya tebu,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nyawang esemme mantan rasane kaya tebu, Options: 0) Nyawang esemme mantan rasane legi 1) Nyawang esemme mantan rasane pait"
Nyawang esemme mantan rasane legi,Nyawang esemme mantan rasane pait,Nyawang esemme mantan rasane kaya godhong kates,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Nyawang esemme mantan rasane kaya godhong kates, Options: 0) Nyawang esemme mantan rasane legi 1) Nyawang esemme mantan rasane pait"
