startphrase,ending1,ending2,labels,instruction_column
Kijana huyu ni kama nyumbu wa serikali.,Kijana huyu ni mwenye kiburi.,Kijana huyu ni mwenye aibu.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kijana huyu ni kama nyumbu wa serikali., Options: 0) Kijana huyu ni mwenye kiburi. 1) Kijana huyu ni mwenye aibu."
Kijana huyu ni kama kitu cha hatia.,Kijana huyu ni mwenye kiburi.,Kijana huyu ni mwenye aibu.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kijana huyu ni kama kitu cha hatia., Options: 0) Kijana huyu ni mwenye kiburi. 1) Kijana huyu ni mwenye aibu."
Alikuwa kama jua katika chemchemi.,Alikuwa mkarimu kwake.,Alikuwa na wivu kwake.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Alikuwa kama jua katika chemchemi., Options: 0) Alikuwa mkarimu kwake. 1) Alikuwa na wivu kwake."
Alikuwa kama paka.,Alikuwa mkarimu kwake.,Alikuwa na wivu kwake.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Alikuwa kama paka., Options: 0) Alikuwa mkarimu kwake. 1) Alikuwa na wivu kwake."
Chumba kilikuwa kama upepo.,Chumba kilikuwa tupu.,Chumba kilikuwa kimejaa.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Chumba kilikuwa kama upepo., Options: 0) Chumba kilikuwa tupu. 1) Chumba kilikuwa kimejaa."
Chumba kilikuwa kama kupe.,Chumba kilikuwa tupu.,Chumba kilikuwa kimejaa.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Chumba kilikuwa kama kupe., Options: 0) Chumba kilikuwa tupu. 1) Chumba kilikuwa kimejaa."
Kijana alikuwa kama mpiga grenadi.,Kijana alikuwa jasiri.,Kijana aliogopa.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kijana alikuwa kama mpiga grenadi., Options: 0) Kijana alikuwa jasiri. 1) Kijana aliogopa."
Kijana alikuwa kama panzi.,Kijana alikuwa jasiri.,Kijana aliogopa.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kijana alikuwa kama panzi., Options: 0) Kijana alikuwa jasiri. 1) Kijana aliogopa."
Sauti yake ilikuwa kama mvua inavyoshuka kwenye paa.,Sauti yake ilikuwa ya muziki.,Sauti yake haikuwa ya muziki.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Sauti yake ilikuwa kama mvua inavyoshuka kwenye paa., Options: 0) Sauti yake ilikuwa ya muziki. 1) Sauti yake haikuwa ya muziki."
Sauti yake ilikuwa kama ndoto ya usiku ya bubu aliyeshiba wimbo.,Sauti yake ilikuwa ya muziki.,Sauti yake haikuwa ya muziki.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Sauti yake ilikuwa kama ndoto ya usiku ya bubu aliyeshiba wimbo., Options: 0) Sauti yake ilikuwa ya muziki. 1) Sauti yake haikuwa ya muziki."
Yeye ni mlinzi mzuri wa nyumba.,Yeye ni muangalifu sana.,Yeye ni mzembe sana.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Yeye ni mlinzi mzuri wa nyumba., Options: 0) Yeye ni muangalifu sana. 1) Yeye ni mzembe sana."
Yeye ni upepo.,Yeye ni muangalifu sana.,Yeye ni mzembe sana.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Yeye ni upepo., Options: 0) Yeye ni muangalifu sana. 1) Yeye ni mzembe sana."
Alikuwa kama Abrahamu.,Alikuwa mtu wa imani.,Alikuwa mtu wa hofu.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Alikuwa kama Abrahamu., Options: 0) Alikuwa mtu wa imani. 1) Alikuwa mtu wa hofu."
Alikuwa kama nzige.,Alikuwa mtu wa imani.,Alikuwa mtu wa hofu.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Alikuwa kama nzige., Options: 0) Alikuwa mtu wa imani. 1) Alikuwa mtu wa hofu."
Wao walikuwa mchwa.,Walikusanyika njiani.,Walitawanyika njiani.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wao walikuwa mchwa., Options: 0) Walikusanyika njiani. 1) Walitawanyika njiani."
Wao walikuwa makapi mbele ya upepo.,Walikusanyika njiani.,Walitawanyika njiani.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Wao walikuwa makapi mbele ya upepo., Options: 0) Walikusanyika njiani. 1) Walitawanyika njiani."
Aliketi kama kiongozi wa ngamia.,Aliketi mbele.,Aliketi nyuma.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Aliketi kama kiongozi wa ngamia., Options: 0) Aliketi mbele. 1) Aliketi nyuma."
Aliketi kama kitabu cha kiebrania.,Aliketi mbele.,Aliketi nyuma.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Aliketi kama kitabu cha kiebrania., Options: 0) Aliketi mbele. 1) Aliketi nyuma."
Jamii ilikuwa kama saa.,Jamii ilikuwa changa.,Jamii ilikuwa ya zamani.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Jamii ilikuwa kama saa., Options: 0) Jamii ilikuwa changa. 1) Jamii ilikuwa ya zamani."
Jamii ilikuwa kama uumbaji.,Jamii ilikuwa changa.,Jamii ilikuwa ya zamani.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Jamii ilikuwa kama uumbaji., Options: 0) Jamii ilikuwa changa. 1) Jamii ilikuwa ya zamani."
Mlinzi alikuwa bahari inayotikiswa na tufani kuu.,Mlinzi alikuwa macho.,Mlinzi alikuwa amelala.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mlinzi alikuwa bahari inayotikiswa na tufani kuu., Options: 0) Mlinzi alikuwa macho. 1) Mlinzi alikuwa amelala."
Mlinzi alikuwa ndoto kaburini.,Mlinzi alikuwa macho.,Mlinzi alikuwa amelala.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Mlinzi alikuwa ndoto kaburini., Options: 0) Mlinzi alikuwa macho. 1) Mlinzi alikuwa amelala."
Kaka yangu alikuwa kama kasuku kwa mpiga filimbi.,Kaka yangu alicheka.,Kaka yangu alilia.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kaka yangu alikuwa kama kasuku kwa mpiga filimbi., Options: 0) Kaka yangu alicheka. 1) Kaka yangu alilia."
Kaka yangu alikuwa kama mtoto anayechapwa.,Kaka yangu alicheka.,Kaka yangu alilia.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Kaka yangu alikuwa kama mtoto anayechapwa., Options: 0) Kaka yangu alicheka. 1) Kaka yangu alilia."
Yule ni ukweli mtakatifu.,Yule ni mtu mwema.,Yule ni mtu mwovu.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Yule ni ukweli mtakatifu., Options: 0) Yule ni mtu mwema. 1) Yule ni mtu mwovu."
Yule ni bahari iliyochafuka.,Yule ni mtu mwema.,Yule ni mtu mwovu.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Yule ni bahari iliyochafuka., Options: 0) Yule ni mtu mwema. 1) Yule ni mtu mwovu."
Walikimbia kama moshi ya tanuru.,Walikimbia juu ya kilima.,Walikimbia chini ya kilima.,0,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Walikimbia kama moshi ya tanuru., Options: 0) Walikimbia juu ya kilima. 1) Walikimbia chini ya kilima."
Walikimbia kama nyasi mbele ya komeo.,Walikimbia juu ya kilima.,Walikimbia chini ya kilima.,1,"Instruction: Each question is a metaphor, and the options represent two possible meanings. Select the meaning which is closest to the metaphor. Explain the reasoning and output the option index as the answer in the json format: Explanation:... Answer:... Where Startphrase: Walikimbia kama nyasi mbele ya komeo., Options: 0) Walikimbia juu ya kilima. 1) Walikimbia chini ya kilima."
